gene,f_score,p_value
ENSG00000189159.16,137.0059883872507,6.287236050914632e-28
ENSG00000237813.4,136.9306551207042,6.474393277954352e-28
ENSG00000173482.17,136.92916145731851,6.478160154685626e-28
ENSG00000129244.9,136.8717914010171,6.624520178720898e-28
ENSG00000148516.22,136.8300968359508,6.732969438222465e-28
ENSG00000163072.16,136.74350923695042,6.963918305329753e-28
ENSG00000141570.11,136.7301822865712,7.000164186797443e-28
ENSG00000132763.15,136.60830654343854,7.340551305644065e-28
ENSG00000161929.15,136.59886175452482,7.367613659196364e-28
ENSG00000237649.8,136.50658198547774,7.637355209935247e-28
ENSG00000155066.16,136.4650802644108,7.761880765828005e-28
ENSG00000166965.12,136.44957519293823,7.808925104439623e-28
ENSG00000138593.9,136.42011221386636,7.899110094766822e-28
ENSG00000100154.14,136.2531838471915,8.430187532359507e-28
ENSG00000164941.14,136.16835451527814,8.71366711238674e-28
ENSG00000141582.15,136.1542887155593,8.761588616319781e-28
ENSG00000162817.7,136.09086839574618,8.980967494115595e-28
ENSG00000160753.16,136.0877640907854,8.991846204840318e-28
ENSG00000163947.12,136.02861686698384,9.201668612045287e-28
ENSG00000132676.16,135.99100855997256,9.337633086461413e-28
ENSG00000151725.12,135.90056623586224,9.672926652341755e-28
ENSG00000164879.7,135.8834334427558,9.73779185269741e-28
ENSG00000186522.15,135.8338915594932,9.927827462478874e-28
ENSG00000251322.9,135.7644372554519,1.0200532753197893e-27
ENSG00000177791.12,135.62934746521987,1.0752688184600102e-27
ENSG00000160949.17,135.62175578372066,1.0784594023880192e-27
ENSG00000137309.20,135.54330907750608,1.1119904949686414e-27
ENSG00000167513.9,135.44409768914298,1.1559010749949302e-27
ENSG00000103365.15,135.3387881993876,1.2044179388978888e-27
ENSG00000260804.3,135.33376747578222,1.2067814410955835e-27
ENSG00000272143.1,135.32995289652368,1.2085802653623562e-27
ENSG00000115761.16,135.32285407293318,1.2119349985772098e-27
ENSG00000196396.10,135.30953061739922,1.2182566139346053e-27
ENSG00000132965.10,135.18568019792977,1.278628403168332e-27
ENSG00000205302.7,135.06671546583837,1.3394468354703603e-27
ENSG00000158315.11,135.03057838006615,1.3584904102217631e-27
ENSG00000174282.12,134.9953413484267,1.377321522618452e-27
ENSG00000003249.15,134.75586553872947,1.5124372785088986e-27
ENSG00000130755.13,134.66043590301186,1.5699203758514023e-27
ENSG00000143228.13,134.57068714058286,1.6259826476786972e-27
ENSG00000111206.13,134.53228080007065,1.6505837552275077e-27
ENSG00000163412.13,134.4199575529987,1.7246989162536248e-27
ENSG00000110841.14,134.31735288213068,1.795319440248866e-27
ENSG00000093009.11,134.06360179207607,1.9827004816396513e-27
ENSG00000145284.12,134.05878096466031,1.9864443863071756e-27
ENSG00000078401.7,133.79635840110015,2.201330811200644e-27
ENSG00000149534.9,133.58211801833306,2.3939699629279536e-27
ENSG00000171792.11,133.4239268199626,2.5470006561573593e-27
ENSG00000106089.12,133.34693828345354,2.624994793729766e-27
ENSG00000073969.18,133.31178953308205,2.6613959219368207e-27
ENSG00000196196.3,133.2834641951967,2.6910991178603136e-27
ENSG00000075218.19,133.2499980598236,2.726622587361522e-27
ENSG00000178878.13,133.16108224884155,2.823309519157211e-27
ENSG00000255310.2,133.0915518717633,2.901310236921181e-27
ENSG00000179044.16,132.99425174523293,3.014111258838196e-27
ENSG00000116473.14,132.95341847261193,3.0627522703852763e-27
ENSG00000158122.12,132.89682713788437,3.1314707545169918e-27
ENSG00000136205.17,132.77675689551344,3.2824436451453726e-27
ENSG00000050555.19,132.73941739145846,3.33086748637808e-27
ENSG00000111412.6,132.70594453479646,3.374886482115789e-27
ENSG00000148339.12,132.68570941452262,3.401779879723281e-27
ENSG00000111684.11,132.60586279735068,3.5100168077064905e-27
ENSG00000265107.3,132.45742779296083,3.720507182848389e-27
ENSG00000100311.17,132.4458693307187,3.737420398918004e-27
ENSG00000183048.12,132.25447399722984,4.0289829908843454e-27
ENSG00000124920.14,132.24618251574333,4.0421178045442866e-27
ENSG00000158850.15,132.2229173902528,4.079202972472165e-27
ENSG00000273837.1,132.19049718375064,4.131452188102818e-27
ENSG00000184445.12,132.15127536359697,4.195562421178664e-27
ENSG00000205795.4,132.135729109474,4.221249303500421e-27
ENSG00000136404.16,132.0870187947848,4.302760082327543e-27
ENSG00000087903.13,131.93748813255237,4.562990866626375e-27
ENSG00000233476.3,131.81760565114504,4.782999317006085e-27
ENSG00000148175.13,131.7323131848491,4.94598633816792e-27
ENSG00000213088.12,131.7162874180836,4.977227206901102e-27
ENSG00000174749.6,131.4904327380479,5.4391894622802174e-27
ENSG00000260920.2,131.4517071116109,5.522618156267984e-27
ENSG00000113966.10,131.42008080391759,5.59170502322301e-27
ENSG00000120705.13,131.3930094532274,5.651530853557938e-27
ENSG00000165480.16,131.37947637814673,5.681678623661488e-27
ENSG00000108821.14,131.3297740485125,5.793793700930352e-27
ENSG00000072571.20,131.24908590850688,5.98055618348957e-27
ENSG00000117411.17,131.20009074165,6.09690000911979e-27
